source,target,tgt_lng
Summon Skeletons of Archers,射手之召唤魔侍,zh-CN
Summon Skeletons of Mages,法师之召唤魔侍,zh-CN
Summon Skitterbots,召唤飞掠者,zh-CN
Summon Stone Golem,召唤巨石魔像,zh-CN
Summon Stone Golem of Hordes,结群之召唤巨石魔像,zh-CN
Summon Stone Golem of Safeguarding,卫护之召唤巨石魔像,zh-CN
Sunder,大地震击,zh-CN
Sunder of Earthbreaking,裂地之大地震击,zh-CN
Sunder of Trarthus,特拉特斯之震击,zh-CN
Swift Affliction Support,极速腐化(辅),zh-CN
Swift Assembly Support,迅整（辅）,zh-CN
Swiftbrand Support,迅猛烙印（辅）,zh-CN
Swordstorm,落刃风暴,zh-CN
Tectonic Slam,破釜一击,zh-CN
Tectonic Slam of Cataclysm,灾变之破釜一击,zh-CN
Tempest Shield,暴风之盾,zh-CN
Temporal Chains,时空锁链,zh-CN
Temporal Rift,时空裂隙,zh-CN
Tender Embrace,温柔之拥,zh-CN
The Great Avalanche,崩塌盛雪,zh-CN
The Grey Wind Howls,灰风呼号,zh-CN
The Supreme Truth,无上箴言,zh-CN
The Temple of Atzoatl,阿兹瓦特神殿,zh-CN
Thunderstorm,雷霆风暴,zh-CN
Tornado,龙卷旋风,zh-CN
Tornado of Elemental Turbulence,元素激变之龙卷旋风,zh-CN
Tornado Shot,龙卷射击,zh-CN
Tornado Shot of Cloudburst,穿云之龙卷射击,zh-CN
Touch of God,天谴之拳,zh-CN
Toxic Rain,毒雨,zh-CN
Toxic Rain of Sporeburst,孢子迸发之毒雨,zh-CN
Toxic Rain of Withering,凋零之毒雨,zh-CN
Transfusion Support,渗透（辅）,zh-CN
Trap and Mine Damage Support,陷阱及地雷伤害(辅),zh-CN
Trap Support,陷阱(辅),zh-CN
Trauma Support,内伤（辅）,zh-CN
Trinity Support,三位一体（辅）,zh-CN
Unearth,亵渎之矛,zh-CN
Unholy Trinity Support,不洁三体（辅）,zh-CN
Unleash Support,释出（辅）,zh-CN
Urgent Orders Support,紧急号令（辅）,zh-CN
Vaal Absolution,瓦尔：赦罪,zh-CN
Vaal Ancestral Warchief,瓦尔：先祖战士长,zh-CN
Vaal Animate Weapon,瓦尔：幻化武器,zh-CN
Vaal Arc,瓦尔：电弧,zh-CN
Vaal Arctic Armour,瓦尔：极地装甲,zh-CN
Vaal Blade Flurry,瓦尔：刀刃乱舞,zh-CN
Vaal Blade Vortex,瓦尔：飞刃风暴,zh-CN
Vaal Blight,瓦尔：枯萎,zh-CN
Vaal Breach,瓦尔：裂隙,zh-CN
Vaal Burning Arrow,瓦尔：燃烧箭矢,zh-CN
Vaal Caustic Arrow,瓦尔：腐蚀箭矢,zh-CN
Vaal Clarity,瓦尔：清晰,zh-CN
Vaal Cleave,瓦尔：劈砍,zh-CN
Vaal Cold Snap,瓦尔：霜暴,zh-CN
Vaal Cyclone,瓦尔：旋风斩,zh-CN
Vaal Detonate Dead,瓦尔：爆灵术,zh-CN
Vaal Discipline,瓦尔：纪律,zh-CN
Vaal Domination,瓦尔：霸气之击,zh-CN
Vaal Double Strike,瓦尔：双重打击,zh-CN
Vaal Earthquake,瓦尔：震地,zh-CN
Vaal Fireball,瓦尔：火球,zh-CN
Vaal Firestorm,瓦尔：烈炎风暴,zh-CN
Vaal FireTrap,瓦尔：火焰陷阱,zh-CN
Vaal Flameblast,瓦尔：烈焰爆破,zh-CN
Vaal Flesh Offering,瓦尔：血肉奉献,zh-CN
Vaal Flicker Strike,瓦尔：闪现打击,zh-CN
Vaal Glacial Hammer,瓦尔：冰霜之锤,zh-CN
Vaal Grace,瓦尔：优雅,zh-CN
Vaal Ground Slam,瓦尔：裂地之击,zh-CN
Vaal Haste,瓦尔：迅捷,zh-CN
Vaal Heavy Strike,瓦尔：重击,zh-CN
Vaal Ice Nova,瓦尔：冰霜新星,zh-CN
Vaal Ice Shot,瓦尔：冰霜射击,zh-CN
Vaal Immortal Call,瓦尔：不朽怒嚎,zh-CN
Vaal Impurity of Fire,瓦尔：不净之火,zh-CN
Vaal Impurity of Ice,瓦尔：不净之冰,zh-CN
Vaal Impurity of Lightning,瓦尔：不净之雷,zh-CN
Vaal Lightning Arrow,瓦尔：闪电箭矢,zh-CN
Vaal Lightning Strike,瓦尔：闪电打击,zh-CN
Vaal Lightning Trap,瓦尔：闪电陷阱,zh-CN
Vaal Lightning Warp,瓦尔：闪电传送,zh-CN
Vaal Molten Shell,瓦尔：熔岩护盾,zh-CN
Vaal Molten Strike,瓦尔：熔岩之击,zh-CN
Vaal Power Siphon,瓦尔：力量抽取,zh-CN
Vaal Rain of Arrows,瓦尔：箭雨,zh-CN
Vaal Reap,瓦尔：绝命之镰,zh-CN
Vaal Reave,瓦尔：冲击波,zh-CN
Vaal Rejuvenation Totem,瓦尔：回春图腾,zh-CN
Vaal Righteous Fire,瓦尔：正义之火,zh-CN
Vaal Sacrifice Support,瓦尔献祭（辅）,zh-CN
Vaal Smite,瓦尔：惩击,zh-CN
Vaal Soul Harvesting,瓦尔：灵魂收割,zh-CN
Vaal Spark,瓦尔：电球,zh-CN
Vaal Spectral Throw,瓦尔：灵体投掷,zh-CN
Vaal Split Arrow,瓦尔：分裂箭矢,zh-CN
Vaal Storm Call,瓦尔：风暴呼唤,zh-CN
Vaal Summon Skeletons,瓦尔：召唤魔侍,zh-CN
Vaal Sweep,瓦尔：横扫,zh-CN
Vaal Temptation Support,瓦尔诱惑（辅）,zh-CN
Vaal Venom Gyre,瓦尔：剧毒旋风,zh-CN
Vaal Volcanic Fissure,瓦尔：火山裂缝,zh-CN
Vampiric Link,血灵羁绊,zh-CN
VendorRecipes,商店配方,zh-CN
Vengeful Cry,复仇咆哮,zh-CN
Venom Gyre,剧毒旋风,zh-CN
Vicious Projectiles Support,邪恶投掷(辅),zh-CN
Vigilant Strike,戒备打击,zh-CN
Vile Toxins Support,猛毒(辅),zh-CN
Violent Desire,暴烈欲望,zh-CN
Viper Strike,毒蛇打击,zh-CN
Viper Strike of the Mamba,曼巴之毒蛇打击,zh-CN
Vitality,活力,zh-CN
Void Manipulation Support,虚空操纵(辅),zh-CN
Void Shockwave Support,虚空震波（辅）,zh-CN
Void Sphere,虚空法球,zh-CN
Void Sphere of Rending,撕碎之虚空法球,zh-CN
Voidhome,逝空之锤,zh-CN
Voidstorm Support,虚空风暴（辅）,zh-CN
Volatile Dead,灵体火球,zh-CN
Volatile Dead of Confinement,拘束之灵体火球,zh-CN
Volatile Dead of Seething,沸燃之灵体火球,zh-CN
Volatility Support,无常（辅）,zh-CN
Volcanic Fissure,火山裂缝,zh-CN
Volcanic Fissure of Snaking,蜿蜒之火山裂缝,zh-CN
Volley Support,齐射(辅),zh-CN
Voltaxic Burst,雷电魔爆,zh-CN
Vortex,漩涡,zh-CN
Vortex Mine,漩涡地雷,zh-CN
Vortex of Projection,投射之漩涡,zh-CN
Vulnerability,脆弱,zh-CN
Wall of Force,力场之墙,zh-CN
Wand Teleport,法杖传送,zh-CN
War Banner,战旗,zh-CN
Ward Support,结界（辅）,zh-CN
Warlord's Mark,督军印记,zh-CN
Wave of Conviction,定罪波,zh-CN
Wave of Conviction of Trarthus,特拉特斯之定罪波,zh-CN
Whirling Blades,回旋之刃,zh-CN
Wild Strike,野性打击,zh-CN
Wild Strike of Extremes,极限之野性打击,zh-CN
Wildfire,地狱火群,zh-CN
Windburst Support,风爆术（辅）,zh-CN
Winter Orb,寒冬宝珠,zh-CN
Wintertide Brand,冬潮烙印,zh-CN
WIP Support,WIP Support,zh-CN
Wither,死亡凋零,zh-CN
Withering Step,凋零步,zh-CN
Withering Touch Support,凋零之触（辅）,zh-CN
Wrath,雷霆,zh-CN
Wreathed in Light,辉耀加身,zh-CN
Zealotry,奋锐光环,zh-CN
Corpse-Grown Beetle,食尸甲虫,zh-CN
Corpse-Grown Pest,食尸害虫,zh-CN
Corpse-Grown Worm,食尸巨蛆,zh-CN
"Ersi, Mother of Thorns",荆棘之母厄稀,zh-CN
Facetor's Lens,费斯特之镜,zh-CN
Infused Beachhead,神域之殿．炼狱,zh-CN
Infused Engineer's Orb,充能的工程石,zh-CN
"Janaar, the Omen",凶兆贾纳尔,zh-CN
"Leo, Wolf of the Pits",狼嚎里欧,zh-CN
"Namharim, Born of Night",夜生之子囊赫利姆,zh-CN
Primal Blisterlord,原始疱王,zh-CN
Primal Chimeral,原始斑纹,zh-CN
Primal Cleaveling,原始劈凿,zh-CN
Primal Crushclaw,原始利爪,zh-CN
Primal Cystcaller,原始囊行,zh-CN
Primal Dustcrab,原始飞尘,zh-CN
Primal Dustspitter,原始扬尘,zh-CN
Primal Feasting Horror,原始惊怖,zh-CN
Primal Maw,原始深喉,zh-CN
Primal Reborn,原始重生,zh-CN
Primal Rhex,原始凶鸟,zh-CN
Primal Rhex Matriarch,原始鸟母,zh-CN
Primal Rhoa,原始恐喙,zh-CN
Primal Scrabbler,原始爬虫,zh-CN
Primal Viper,原始蝰蛇,zh-CN
Vivid Abberarach,活性纺纱,zh-CN
Vivid Arachnid,活性利蛛,zh-CN
Vivid Devourer,活性吞噬,zh-CN
Vivid Leech,活性水蛭,zh-CN
Vivid Nestback,活性巢背,zh-CN
Vivid Parasite,活性寄生,zh-CN
Vivid Razorleg,活性刃肢,zh-CN
Vivid Sapsucker,活性浆虫,zh-CN
Vivid Scorpion,活性蝎子,zh-CN
Vivid Striketail,活性利尾,zh-CN
Vivid Thornweaver,活性荆蛛,zh-CN
Vivid Vulture,活性匿者,zh-CN
Vivid Watcher,活性守望,zh-CN
Vivid Weta,活性巨虫,zh-CN
Vivid Whipleg,活性鞭肢,zh-CN
Wild Ape,荒野猿猴,zh-CN
Wild Brambleback,荒野荆背,zh-CN
Wild Bristle Matron,荒野母兽,zh-CN
Wild Bristlebeast,荒野鬃兽,zh-CN
Wild Chieftain,荒野头领,zh-CN
Wild Hatchling,荒野雏鸟,zh-CN
Wild Hellion,荒野幼狼,zh-CN
Wild Hellion Alpha,荒野头狼,zh-CN
Wild Homunculus,荒野幼猴,zh-CN
Wild Infestation Queen,荒野疫后,zh-CN
Wild Snap Hound,荒野灵犬,zh-CN
Wild Spikeback,荒野钉背,zh-CN
Wild Thornmaw,荒野荆喉,zh-CN
Wild Thornwolf,荒野荆狼,zh-CN
Wild Ursaling,荒野幼熊,zh-CN
Abyss Jewels,深渊珠宝,zh-CN
Amulets,项链,zh-CN
Astrolabe,星盘,zh-CN
Belts,腰带,zh-CN
Blessing,祝福,zh-CN
Blueprints,蓝图,zh-CN
Body Armours,胸甲,zh-CN
Bows,弓,zh-CN
Breachstone,裂隙石,zh-CN
Breachstones,裂隙石,zh-CN
Catalysts,催化,zh-CN
Claws,爪,zh-CN
Cluster Jewel,星团珠宝,zh-CN
Contracts,契约,zh-CN
Corpses,灵柩,zh-CN
Daggers,匕首,zh-CN
Divination Cards,命运卡,zh-CN
Embers of the Allflame,不灭余烬,zh-CN
Emblem,徽印,zh-CN
Expedition Logbooks,先祖秘藏日志,zh-CN
Experimented,试验,zh-CN
Fishing Rods,鱼竿,zh-CN
Flasks,药剂,zh-CN
Fossil,化石,zh-CN
Foulborn,秽生,zh-CN
Heist Brooches,赏金猎人胸针,zh-CN
Heist Cloaks,赏金猎人披风,zh-CN
Heist Gear,赏金猎人装备,zh-CN
Heist Targets,赏金目标,zh-CN
Heist Tools,赏金猎人工具,zh-CN
Helmets,头部,zh-CN
Incubators,孕育石,zh-CN
Jewels,珠宝,zh-CN
League Specific,联盟限定,zh-CN
Life Flasks,生命药剂,zh-CN
Lure,诱饵,zh-CN
Lycia's Invocation,Lycia's Invocation,zh-CN
Mana Flasks,魔力药剂,zh-CN
Map Fragments,地图碎片,zh-CN
Misc Map Items,裂隙之石,zh-CN
One Hand Axes,单手斧,zh-CN
One Hand Maces,单手锤,zh-CN
One Hand Swords,单手剑,zh-CN
Pieces,片段,zh-CN
Quivers,箭袋,zh-CN
Relics,遗物,zh-CN
Replica,赝品,zh-CN
Resonator,共振器,zh-CN
Rings,戒指,zh-CN
Rune Daggers,符文匕首,zh-CN
Runegraft,符文之结,zh-CN
Sanctum Research,禁域研究,zh-CN
Scarab,圣甲虫,zh-CN
Sceptres,短杖,zh-CN
Shields,盾牌,zh-CN
Splinter,裂片,zh-CN
Stackable Currency,可堆叠通货,zh-CN
Staves,长杖,zh-CN
Tattoo,文身,zh-CN
Thrusting One Hand Swords,细剑,zh-CN
Timeless Jewel,永恒珠宝,zh-CN
Tinctures,酊剂,zh-CN
Trarthus Gems,特拉特斯宝石,zh-CN
Trinkets,饰品,zh-CN
Two Hand Axes,双手斧,zh-CN
Two Hand Maces,双手锤,zh-CN
Two Hand Swords,双手剑,zh-CN
Unique,传奇,zh-CN
Utility Flasks,功能药剂,zh-CN
Vault Keys,宝库钥匙,zh-CN
Vial,坛,zh-CN
Wands,法杖,zh-CN
Warstaves,战杖,zh-CN
Absence of Mercy and Empathy,断情绝境,zh-CN
Acton's Nightmare Overgrown Shrine Map,轮回的梦魇 密草神殿,zh-CN
Altered Distant Memory Synthesised Map,改变的遥远回忆 幻境地图,zh-CN
Ancient Reliquary,古藏宝库,zh-CN
Archive Reliquary,档案圣物厅,zh-CN
Augmented Distant Memory Synthesised Map,增强的遥远回忆 幻境地图,zh-CN
"Caer Blaidd, Wolfpack's Den Underground River Map",塞尔.布雷德狼穴 地底之河,zh-CN
Cosmic Reliquary,宇宙圣物厅,zh-CN
Crux of Nothingness,虚无症结,zh-CN
Death and Taxes Necropolis Map,亡者之财 魔影墓场,zh-CN
Decaying Reliquary,腐烂圣物厅,zh-CN
Domain of Timeless Conflict,永战之域,zh-CN
Doryani's Machinarium Maze Map,多利亚尼的迷城 冥神之域,zh-CN
Forge of the Titans,泰坦熔炉,zh-CN
Forgotten Reliquary,遗忘之圣物,zh-CN
Hall of Grandmasters Promenade Map,元帅殿堂 月色回廊,zh-CN
Hallowed Ground Cemetery Map,魔诅之域 晨曦墓地,zh-CN
Higher Map Tier Chance,更高地图位阶几率,zh-CN
Hive Colony,裂隙巢穴群落,zh-CN
Infused Beachhead Harbinger Map,灌注的降临之地 先驱者地图,zh-CN
Invasive Adversaries,侵略之敌,zh-CN
Lonely Reliquary,孤寂圣物厅,zh-CN
Maelström of Chaos Atoll Map,混沌之渊 滨海山丘,zh-CN
Mao Kun Shore Map,贼窝 暮光海滩,zh-CN
Map Drop Chance,地图掉落几率,zh-CN
Map Magic Monsters,地图魔法怪物,zh-CN
Map Pack Size,地图怪物群规模,zh-CN
Map Rare Monsters,地图稀有怪物,zh-CN
Mastermind's Lair,主脑之巢,zh-CN
NULL,起点,zh-CN
Oba's Cursed Trove Underground Sea Map,欧霸的咒怨宝库 滨海幽穴,zh-CN
Olmec's Sanctum Bone Crypt Map,远古之印 古石陵墓,zh-CN
Oubliette Reliquary,地牢圣物厅,zh-CN
Overloaded Circuits,电路超载,zh-CN
Pillars of Arun Dunes Map,阿尔伦神柱 暮色沙丘,zh-CN
Poorjoy's Asylum Temple Map,沉沦之间 夺魂之殿,zh-CN
Replica Cortex Synthesised Map,脑层【仿品】 幻境地图,zh-CN
Replica Pillars of Arun Dunes Map,阿尔伦神柱【仿品】 暮色沙丘,zh-CN
Replica Poorjoy's Asylum Temple Map,沉沦之间【仿品】 夺魂之殿,zh-CN
Reverent Reliquary,虔敬圣物厅,zh-CN
Rewritten Distant Memory Synthesised Map,重著的遥远回忆 幻境地图,zh-CN
Scarab Drop Chance,圣甲虫掉落几率,zh-CN
Shaping the Mountains,塑造山脉,zh-CN
Shaping the Skies,塑造天空,zh-CN
Shaping the World,塑造世界,zh-CN
Shiny Reliquary,闪亮圣物厅,zh-CN
Skittering Swarms,飞掠虫群,zh-CN
The Alluring Abyss,诱人的深渊,zh-CN
The Apex of Sacrifice,生贽之尖,zh-CN
The Beachhead Harbinger Map,降临之地 先驱者地图,zh-CN
The Coward's Trial Cursed Crypt Map,懦者的试验 咒怨陵墓,zh-CN
The Lake of Kalandra,卡兰德之湖,zh-CN
The Putrid Cloister Museum Map,幽秘博物馆 古博物馆,zh-CN
The Twilight Temple Moon Temple Map,暮光古庙 月影神殿,zh-CN
The Utzaal Arena,乌扎尔竞技场,zh-CN
The Vinktar Square Courtyard Map,维克塔广场 奇术之庭,zh-CN
Timeworn Reliquary,尘封圣物厅,zh-CN
Traumatic Reliquary,创痛圣物厅,zh-CN
Twisted Distant Memory Synthesised Map,扭曲的遥远回忆 幻境地图,zh-CN
Vaal Reliquary,瓦尔遗物厅,zh-CN
Vaal Temple Map,瓦尔密殿,zh-CN
Vaults of Atziri Vaal Pyramid Map,阿兹里的秘宝库 瓦尔金字塔,zh-CN
Visceral Reliquary,内脏残骸,zh-CN
Voidborn Reliquary,虚空血脉圣物厅,zh-CN
Whakawairua Tuahu Strand Map,禁闭祭坛 致命岩滩,zh-CN
Absence of Patience and Wisdom,无耐亦无智,zh-CN
Absence of Symmetry and Harmony,无和亦无谐,zh-CN
Absence of Value and Meaning,缥缈幻境,zh-CN
Acrobatics,移形换影,zh-CN
"Al-Hezmin, The Hunter",猎人阿尔赫兹敏,zh-CN
All,All,zh-CN
Altered Distant Memory,改变的遥远回忆,zh-CN
Amplifying Power Core,放大力量核心,zh-CN
Ancestral Vision Viridian Jewel,先祖的远视 翠绿珠宝,zh-CN
Arcanist's Strongbox,奥术师的保险箱,zh-CN
Arn's Anguish Cloth Belt,阿恩的痛苦 饰布腰带,zh-CN
Assassin's Garb,刺杀者之装,zh-CN
Astral Plate,星芒战铠,zh-CN
Atlas Memories,Atlas Memories,zh-CN
Augmented Distant Memory,增强的遥远回忆,zh-CN
Augmenting Power Core,增强力量核心,zh-CN
"Baran, The Crusader",圣战者巴兰,zh-CN
Blasting Wand,爆破法杖,zh-CN
Body Armours(dex),胸甲(dex),zh-CN
Body Armours(dex_int),胸甲(dex_int),zh-CN
Body Armours(int),胸甲(int),zh-CN
Body Armours(str),胸甲(str),zh-CN
Body Armours(str_dex),胸甲(str_dex),zh-CN
Body Armours(str_dex_int),胸甲(str_dex_int),zh-CN
Body Armours(str_int),胸甲(str_int),zh-CN
Bone Ring,骨环,zh-CN
Boots(dex),鞋子(dex),zh-CN
Boots(dex_int),鞋子(dex_int),zh-CN
Boots(int),鞋子(int),zh-CN
Boots(str),鞋子(str),zh-CN
Boots(str_dex),鞋子(str_dex),zh-CN
Boots(str_int),鞋子(str_int),zh-CN
Breachlord Bloodline,裂隙领主血脉,zh-CN
Broad Sword,阔剑,zh-CN
Burial Idol,埋葬雕像,zh-CN
Burst Band,爆破带,zh-CN
"Caer Blaidd, Wolfpack's Den",塞尔.布雷德狼穴,zh-CN
Carnal Armour,禁礼之甲,zh-CN
Cartographer's Strongbox,制图师的保险箱,zh-CN
Chambers of Impurity Map,不净之殿地图,zh-CN
Chemist's Strongbox,药师的保险箱,zh-CN
Cobalt Jewel,钴蓝珠宝,zh-CN
Cogwork Ring,齿轮戒指,zh-CN
Composite Ring,复合戒指,zh-CN
Conqueror Idol,征服者雕像,zh-CN
Convoking Wand,召集法杖,zh-CN
Corrupted Gaze,腐化凝视,zh-CN
Cortex,脑层,zh-CN
Corvine Charm,暗鸦咒符,zh-CN
Courtyard of Wasting Map,荒废之庭地图,zh-CN
Cowards' Wail Ezomyte Tower Shield,懦夫哀嚎 艾兹麦塔盾,zh-CN
Cryogenesis,寒霜之源,zh-CN
Crystallised Omniscience Onyx Amulet,结晶全知 黑曜护身符,zh-CN
Destructive Play,毁灭游戏,zh-CN
Diviner's Strongbox,神圣的秘宝,zh-CN
Djinn-Touched Vaal Orb,巨灵触碰的瓦尔宝珠,zh-CN
"Drox, The Warlord",督军狄洛克斯,zh-CN
Extremely Foul,极致腐化,zh-CN
Eye of the Storm,风暴之眼,zh-CN
Eyes of the Greatwolf Greatwolf Talisman,巨狼之眼 狼王魔符,zh-CN
Fading Reflecting Mist,衰退倒映薄雾,zh-CN
Firesong Crimson Jewel,烈火之歌 赤红珠宝,zh-CN
Focused Amulet,聚焦项链,zh-CN
Foliate Brooch,叶饰胸针,zh-CN
Forge of the Phoenix Map,不死鸟锻台,zh-CN
Fury Valve Turquoise Amulet,愤怒之阀 青玉护身符,zh-CN
Gemcutter's Strongbox,宝石匠的保险箱,zh-CN
Geodesic Ring,地线戒指,zh-CN
Ghastly Eye Jewel,苍白之凝珠宝,zh-CN
Glorious Plate,荣耀战铠,zh-CN
Gloves(dex),手套(dex),zh-CN
Gloves(dex_int),手套(dex_int),zh-CN
Gloves(int),手套(int),zh-CN
Gloves(str),手套(str),zh-CN
Gloves(str_dex),手套(str_dex),zh-CN
Gloves(str_int),手套(str_int),zh-CN
Grandmaster Keyring,巅峰钥匙环,zh-CN
Graven's Secret Cloth Belt,葛拉文的秘宝 饰布腰带,zh-CN
Greatwolf Talisman,狼王魔符,zh-CN
Hands of the High Templar Crusader Gloves,神主之手 圣战手套,zh-CN
Harbinger's Orb,神谕石,zh-CN
Headhunter Leather Belt,猎首 皮革腰带,zh-CN
Heist league,劫盗同盟,zh-CN
Helical Ring,螺纹戒指,zh-CN
Helmets(dex),头部(dex),zh-CN
Helmets(dex_int),头部(dex_int),zh-CN
Helmets(int),头部(int),zh-CN
Helmets(str),头部(str),zh-CN
Helmets(str_dex),头部(str_dex),zh-CN
Helmets(str_int),头部(str_int),zh-CN
Hypnotic Eye Jewel,安睡之凝珠宝,zh-CN
Incandescent Invitation,炽焰的邀请,zh-CN
Infamous Modifiers,恶名词缀,zh-CN
Inspired Learning Crimson Jewel,求知的热情 赤红珠宝,zh-CN
Iron Flask,坚铁药剂,zh-CN
Jeweller's Strongbox,珠宝匠的保险箱,zh-CN
Kamasan Idol,卡马萨雕像,zh-CN
Kinetic Wand,念动法杖,zh-CN
Lair of the Hydra Map,九头蛇巢穴,zh-CN
Large Cluster Jewel,大型星团珠宝,zh-CN
Lioneye's Fall Viridian Jewel,狮眼的陨落 翠绿珠宝,zh-CN
Lupine Charm,幽狼咒符,zh-CN
Manifold Ring,集成戒指,zh-CN
Maps(Low),异界地图(Low),zh-CN
Maps(Mid),异界地图(Mid),zh-CN
Maps(Old),异界地图(Old),zh-CN
Maps(Top),异界地图(Top),zh-CN
Maps(Uber),异界地图(Uber),zh-CN
Master Lockpick,卓越解密工具,zh-CN
Maven's Invitation,贤主之邀：恐惧,zh-CN
Maven's Invitation: The Elderslayers,贤主之邀：裂界屠杀者,zh-CN
Maven's Invitation: The Forgotten,贤主之邀：虚空忆境,zh-CN
Maven's Invitation: The Formed,贤主之邀：塑界守卫,zh-CN
Maven's Invitation: The Hidden,贤主之邀：裂隙领主,zh-CN
Maven's Invitation: The Remembered,贤主之邀：裂隙领主,zh-CN
Maven's Invitation: The Twisted,贤主之邀：裂界守卫,zh-CN
Maze of the Minotaur Map,牛头人迷宫,zh-CN
Medium Cluster Jewel,中型星团珠宝,zh-CN
Megalomaniac Medium Cluster Jewel,妄想症 中型星团珠宝,zh-CN
Meticulous Appraiser,严谨鉴定师,zh-CN
Minor Idol,小型雕像,zh-CN
Moment of Reverence,敬仰之时,zh-CN
Mounting Modifiers,众词归一,zh-CN
Multiplying Modifiers,倍增词缀,zh-CN
Murderous Eye Jewel,凶残之凝珠宝,zh-CN
Nebulis Void Sceptre,内布利斯 虚影短杖,zh-CN
Noble Idol,权贵雕像,zh-CN
Obsidian Sharpening Stone,黑曜磨刀石,zh-CN
Occultist's Vestment,秘术长衣,zh-CN
Olesya's Delight Cloth Belt,奥莱西亚的喜悦 饰布腰带,zh-CN
Opalescent Strongbox,乳白保险箱,zh-CN
Operative's Scouting Report,侦探侦察报告,zh-CN
Operative's Strongbox,侦探的保险箱,zh-CN
Pit of the Chimera Map,奇美拉领域,zh-CN
Polaric Invitation,极星的邀请,zh-CN
Polaric Void,虹光虚空,zh-CN
Precise Arrowhead,精准箭头,zh-CN
Prismatic Jewel,三相珠宝,zh-CN
Prove Yourself Worthy,彰示神威,zh-CN
rarity,稀有度,zh-CN
Ratcheting Ring,渐变戒指,zh-CN
Regicide Disguise Kit,弑君易容工具,zh-CN
Replica Headhunter Leather Belt,猎首【仿品】 皮革腰带,zh-CN
Replica Nebulis Void Sceptre,内布利斯【仿品】 虚影短杖,zh-CN
Rewritten Distant Memory,重著的遥远回忆,zh-CN
Rigwald's Curse Wereclaw Talisman,瑞佛诅咒 亡爪魔符,zh-CN
Rite of Ruin,毁灭仪式,zh-CN
Royale Hands of the High Templar Chain Gloves,Royale 神主之手 链甲手套,zh-CN
Ruinous Wager,摧灭豪赌,zh-CN
Runic Crown,符文王冠,zh-CN
Runic Gauntlets,符文手甲,zh-CN
Runic Sabatons,符文战靴,zh-CN
Screaming Invitation,咆哮的邀请,zh-CN
Searching Eye Jewel,锐利之凝珠宝,zh-CN
Seething Chyme,沸腾之糜,zh-CN
Seven-League Step,盟誓之迹,zh-CN
Sextant,六分仪,zh-CN
Shields(dex),盾牌(dex),zh-CN
Shields(dex_int),盾牌(dex_int),zh-CN
Shields(int),盾牌(int),zh-CN
Shields(str),盾牌(str),zh-CN
Shields(str_dex),盾牌(str_dex),zh-CN
Shields(str_int),盾牌(str_int),zh-CN
Silkweave Sole,丝网鞋底,zh-CN
Silver Flask,真银药剂,zh-CN
Simplex Amulet,朴实项链,zh-CN
Small Cluster Jewel,小型星团珠宝,zh-CN
Somatic Wand,肉体法杖,zh-CN
Split Personality Crimson Jewel,人格分裂 赤红珠宝,zh-CN
Steel Bracers,钢制护腕,zh-CN
Stormshroud Viridian Jewel,暴风遮罩 翠绿珠宝,zh-CN
Stranglegasp Onyx Amulet,绞杀之息 黑曜护身符,zh-CN
String of Servitude Heavy Belt,奴役之索 重革腰带,zh-CN
Summon Arbalists,召唤劲弩,zh-CN
Synthesis league,追忆联盟,zh-CN
Synthesised Stability,统合稳定,zh-CN
talisman,魔符,zh-CN
"Tasalio, Cleansing Water",塔赛里奥，纯净之水,zh-CN
Thaumaturgical Sensing Charm,奇术感知魔符,zh-CN
Thaumaturgical Ward,奇术结界,zh-CN
Thaumetic Blowtorch,奇术喷灯,zh-CN
Thaumetic Flashpowder,托麦迪克闪光粉,zh-CN
The Balance of Terror Cobalt Jewel,恐惧之平衡 钴蓝珠宝,zh-CN
The Constrictor,裂界守卫：约束,zh-CN
The Crusader,圣战者,zh-CN
The Enslaver,裂界守卫：奴役,zh-CN
The Eradicator,裂界守卫：寂灭,zh-CN
The Hallowed Monarch Faithful Helmet,圣洁君临 信仰之盔,zh-CN
The Hollow-Eyed Skull Emberstone Stalker Sentinel,空眼之颅 余烬追猎护卫,zh-CN
The Hunter,狩猎者,zh-CN
The Maven's Crucible,贤主熔炉,zh-CN
The Perfect Form Zodiac Leather,完美姿态 星辰皮甲,zh-CN
The Purifier,裂界守卫：净世,zh-CN
The Putrid Cloister,幽秘博物馆,zh-CN
The Redeemer,救赎者,zh-CN
The Shaper's Realm,创世之境,zh-CN
The Whispering Ice,冰点低语,zh-CN
Theatre of Lies Map,谎言剧院地图,zh-CN
Tombfist Steelscale Gauntlets,陵拳 钢影护手,zh-CN
Tormented Spirit,苦痛,zh-CN
Totemic Idol,图腾雕像,zh-CN
Triumvirate Authority Unset Ring,三头威仪 潜能之戒,zh-CN
Twist of Fate,扭转命运,zh-CN
Twisted Distant Memory,扭曲的遥远回忆,zh-CN
Twisted Wish Minor Idol,扭曲的心愿 小型雕像,zh-CN
Unset Ring,潜能之戒,zh-CN
Ursine Charm,蛮熊咒符,zh-CN
Utula's Hunger Majestic Plate,尤图拉之贪噬 庄严之铠,zh-CN
Vaal Vessel,瓦尔容器,zh-CN
"Valako, Storm's Embrace",瓦拉克，风暴之拥,zh-CN
Veiled Modifiers,隐匿 词缀,zh-CN
"Veritania, The Redeemer",救赎者维利塔妮娅,zh-CN
